ingredient,baseline_acc,icnn_acc,diff_acc,prec_base,prec_icnn,recBase,recModel,f1Base,f1Model,f1Diff,ingred_name
240,0.9963189134,0.9962047711,-0.0001141422,0,0,0,0,0,0,0,
241,0.9939504623,0.9937221778,-0.0002282844,0,0,0,0,0,0,0,
242,0.9820226002,0.9818799224,-0.0001426778,0,0,0,0,0,0,0,
243,0.9858749001,0.9854183312,-0.0004565689,0,0,0,0,0,0,0,
245,0.9961191645,0.9960050223,-0.0001141422,0,0,0,0,0,0,0,
246,0.9929517178,0.9928375756,-0.0001141422,0,0,0,0,0,0,0,
247,0.985817829,0.9855039379,-0.0003138911,0,0,0,0,0,0,0,
248,0.9797112202,0.9796256135,-8.56066659057353E-05,0,0,0,0,0,0,0,
249,0.9910683712,0.9908400867,-0.0002282844,0,0,0,0,0,0,0,
250,0.9934653578,0.9933226801,-0.0001426778,0,0,0,0,0,0,0,
251,0.9966042689,0.9964901267,-0.0001141422,0,0,0,0,0,0,0,
252,0.9750599247,0.9749457824,-0.0001141422,0,0,0,0,0,0,0,
253,0.9950348134,0.9946923867,-0.0003424267,0,0,0,0,0,0,0,
254,0.992751969,0.9924380778,-0.0003138911,0,0,0,0,0,0,0,
255,0.9934082867,0.9931800023,-0.0002282844,0,0,0,0,0,0,0,
256,0.9721778336,0.9720922269,-8.56066659057353E-05,0,0,0,0,0,0,0,
257,0.9968325534,0.9967184111,-0.0001141422,0,0,0,0,0,0,0,
258,0.9637027737,0.9635030248,-0.0001997489,0,0,0,0,0,0,0,
259,0.99512042,0.9950062778,-0.0001141422,0,0,0,0,0,0,0,
260,0.9839059468,0.9836776624,-0.0002282844,0,0,0,0,0,0,0,
262,0.9945782445,0.9941787467,-0.0003994978,0,0,0,0,0,0,0,
263,0.9886713845,0.9882148157,-0.0004565689,0,0,0,0,0,0,0,
269,0.99640452,0.9963189134,-8.56066659057353E-05,0,0,0,0,0,0,0,
270,0.9964901267,0.9962047711,-0.0002853556,0,0,0,0,0,0,0,
271,0.9963474489,0.9962903778,-5.70711106037125E-05,0,0,0,0,0,0,0,
272,0.9915820112,0.9912395845,-0.0003424267,0,0,0,0,0,0,0,
273,0.9951774912,0.9950062778,-0.0001712133,0,0,0,0,0,0,0,
274,0.9933512156,0.9931514667,-0.0001997489,0,0,0,0,0,0,0,
275,0.9909827645,0.990697409,-0.0002853556,0,0,0,0,0,0,0,
276,0.989926949,0.9897842712,-0.0001426778,0,0,0,0,0,0,0,
277,0.9924095423,0.9919529734,-0.0004565689,0,0,0,0,0,0,0,
278,0.9647585892,0.964644447,-0.0001141422,0,0,0,0,0,0,0,
279,0.9941787467,0.9940075334,-0.0001712133,0,0,0,0,0,0,0,
280,0.9851044401,0.9848761557,-0.0002282844,0,0,0,0,0,0,0,
283,0.9969752311,0.9969752311,0,0,0,0,0,0,0,0,
284,0.9709793403,0.9705798425,-0.0003994978,0,0,0,0,0,0,0,
285,0.9958052734,0.9956055245,-0.0001997489,0,0,0,0,0,0,0,
286,0.99460678,0.9945211734,-8.56066659057353E-05,0,0,0,0,0,0,0,
287,0.9950062778,0.9949206712,-8.56066659057353E-05,0,0,0,0,0,0,0,
288,0.9848190846,0.9844481224,-0.0003709622,0,0,0,0,0,0,0,
289,0.9946353156,0.9944641023,-0.0001712133,0,0,0,0,0,0,0,
291,0.9961762356,0.9960620934,-0.0001141422,0,0,0,0,0,0,0,
293,0.9796256135,0.9793687935,-0.00025682,0,0,0,0,0,0,0,
294,0.9750599247,0.974974318,-8.56066659057353E-05,0,0,0,0,0,0,0,
295,0.9911539779,0.9910969067,-5.70711106038235E-05,0,0,0,0,0,0,0,
296,0.964644447,0.964130807,-0.00051364,0,0,0,0,0,0,0,
297,0.9690389225,0.9689247803,-0.0001141422,0,0,0,0,0,0,0,
298,0.9944641023,0.9943214245,-0.0001426778,0,0,0,0,0,0,0,
299,0.9882433512,0.9878153179,-0.0004280333,0,0,0,0,0,0,0,
300,0.9316288095,0.9314005251,-0.0002282844,0,0,0,0,0,0,0,
301,0.9938363201,0.9934938934,-0.0003424267,0,0,0,0,0,0,0,
302,0.9968040178,0.9962903778,-0.00051364,0,0,0,0,0,0,0,
303,0.9944070312,0.9943499601,-5.70711106038235E-05,0,0,0,0,0,0,0,
304,0.9900125556,0.9897842712,-0.0002282844,0,0,0,0,0,0,0,
305,0.9943214245,0.9939789978,-0.0003424267,0,0,0,0,0,0,0,
306,0.9970608378,0.9966898756,-0.0003709622,0,0,0,0,0,0,0,
307,0.9932370734,0.9930373245,-0.0001997489,0,0,0,0,0,0,0,
308,0.9772000913,0.9768576647,-0.0003424267,0,0,0,0,0,0,0,
309,0.9962903778,0.9959479511,-0.0003424267,0,0,0,0,0,0,0,
310,0.9912966556,0.9912395845,-5.70711106038235E-05,0,0,0,0,0,0,0,
311,0.9968040178,0.9965186623,-0.0002853556,0,0,0,0,0,0,0,
312,0.9892135601,0.988899669,-0.0003138911,0,0,0,0,0,0,0,
313,0.9709793403,0.9706369136,-0.0003424267,0,0,0,0,0,0,0,
314,0.9965471978,0.9964330556,-0.0001141422,0,0,0,0,0,0,0,
315,0.9970037667,0.9968325534,-0.0001712133,0,0,0,0,0,0,0,
316,0.9956625956,0.9955199178,-0.0001426778,0,0,0,0,0,0,0,
317,0.9965186623,0.9959764867,-0.0005421756,0,0,0,0,0,0,0,
318,0.9895559868,0.9893847734,-0.0001712133,0,0,0,0,0,0,0,
319,0.99666134,0.9966042689,-5.70711106038235E-05,0,0,0,0,0,0,0,
320,0.9962333067,0.9962333067,0,0,0,0,0,0,0,0,
322,0.99563406,0.9953201689,-0.0003138911,0,0,0,0,0,0,0,
323,0.9600502226,0.9598504737,-0.0001997489,0,0,0,0,0,0,0,
324,0.9505478827,0.9503766693,-0.0001712133,0,0,0,0,0,0,0,
325,0.9960620934,0.9959764867,-8.56066659057353E-05,0,0,0,0,0,0,0,
326,0.9965186623,0.9964901267,-2.85355553019118E-05,0,0,0,0,0,0,0,
327,0.9947209223,0.9945782445,-0.0001426778,0,0,0,0,0,0,0,
328,0.987358749,0.9869877868,-0.0003709622,0,0,0,0,0,0,0,
330,0.9952916334,0.9951774912,-0.0001141422,0,0,0,0,0,0,0,
332,0.9949206712,0.9947494578,-0.0001712133,0,0,0,0,0,0,0,
333,0.9906118023,0.9905832668,-2.85355553019118E-05,0,0,0,0,0,0,0,
334,0.9935795001,0.9931800023,-0.0003994978,0,0,0,0,0,0,0,
335,0.9748316402,0.974460678,-0.0003709622,0,0,0,0,0,0,0,
336,0.9904691245,0.9903549823,-0.0001141422,0,0,0,0,0,0,0,
337,0.9953487045,0.9950918845,-0.00025682,0,0,0,0,0,0,0,
338,0.9947209223,0.9945782445,-0.0001426778,0,0,0,0,0,0,0,
339,0.9831640224,0.9829357379,-0.0002282844,0,0,0,0,0,0,0,
340,0.9968040178,0.9967754823,-2.85355553019118E-05,0,0,0,0,0,0,0,
342,0.9846478712,0.9843625157,-0.0002853556,0,0,0,0,0,0,0,
343,0.9963474489,0.9960050223,-0.0003424267,0,0,0,0,0,0,0,
344,0.987358749,0.9871875357,-0.0001712133,0,0,0,0,0,0,0,
346,0.99640452,0.9963759845,-2.85355553019118E-05,0,0,0,0,0,0,0,
347,0.9820796713,0.9820226002,-5.70711106038235E-05,0,0,0,0,0,0,0,
348,0.9893277023,0.9889282045,-0.0003994978,0,0,0,0,0,0,0,
351,0.9869592512,0.9867309668,-0.0002282844,0,0,0,0,0,0,0,
352,0.9951489556,0.9949492067,-0.0001997489,0,0,0,0,0,0,0,
353,0.984533729,0.9843054446,-0.0002282844,0,0,0,0,0,0,0,
354,0.9710078758,0.9708366625,-0.0001712133,0,0,0,0,0,0,0,
355,0.9945211734,0.9942928889,-0.0002282844,0,0,0,0,0,0,0,
356,0.9723775825,0.9720351558,-0.0003424267,0,0,0,0,0,0,0,
357,0.99691816,0.9968325534,-8.56066659056243E-05,0,0,0,0,0,0,0,
358,0.9948921356,0.99460678,-0.0002853556,0,0,0,0,0,0,0,
359,0.9967184111,0.9965471978,-0.0001712133,0,0,0,0,0,0,0,
361,0.9934653578,0.9929517178,-0.00051364,0,0,0,0,0,0,0,
362,0.9906688734,0.9904691245,-0.0001997489,0,0,0,0,0,0,0,
363,0.9915820112,0.9913822623,-0.0001997489,0,0,0,0,0,0,0,
364,0.9939504623,0.9938077845,-0.0001426778,0,0,0,0,0,0,0,
365,0.9937507134,0.9936365712,-0.0001141422,0,0,0,0,0,0,0,
366,0.9967469467,0.9965757334,-0.0001712133,0,0,0,0,0,0,0,
367,0.966442187,0.966185367,-0.00025682,0,0,0,0,0,0,0,
368,0.99512042,0.9949777423,-0.0001426778,0,0,0,0,0,0,0,
369,0.9916105467,0.9914393334,-0.0001712133,0,0,0,0,0,0,0,
370,0.9820796713,0.9818513868,-0.0002282844,0,0,0,0,0,0,0,
372,0.9909827645,0.990697409,-0.0002853556,0,0,0,0,0,0,0,
373,0.9955484534,0.9952345623,-0.0003138911,0,0,0,0,0,0,0,
374,0.9699520603,0.9698093825,-0.0001426778,0,0,0,0,0,0,0,
375,0.9974603356,0.9972605867,-0.0001997489,0,0,0,0,0,0,0,
376,0.9953487045,0.9952060267,-0.0001426778,0,0,0,0,0,0,0,
377,0.9803104668,0.9800821824,-0.0002282844,0,0,0,0,0,0,0,
378,0.9948065289,0.9944070312,-0.0003994978,0,0,0,0,0,0,0,
380,0.9766293802,0.9764296313,-0.0001997489,0,0,0,0,0,0,0,
382,0.9943499601,0.9941787467,-0.0001712133,0,0,0,0,0,0,0,
383,0.9859319712,0.9857607579,-0.0001712133,0,0,0,0,0,0,0,
384,0.9902979112,0.9898984134,-0.0003994978,0,0,0,0,0,0,0,
385,0.9960620934,0.9957196667,-0.0003424267,0,0,0,0,0,0,0,
386,0.9840771601,0.9838488757,-0.0002282844,0,0,0,0,0,0,0,
387,0.9935509645,0.9933512156,-0.0001997489,0,0,0,0,0,0,0,
391,0.9886713845,0.9885287068,-0.0001426778,0,0,0,0,0,0,0,
394,0.9944926378,0.9944926378,0,0,0,0,0,0,0,0,
395,0.9945211734,0.9942643534,-0.00025682,0,0,0,0,0,0,0,
396,0.9959194156,0.9958052734,-0.0001141422,0,0,0,0,0,0,0,
397,0.9964901267,0.9963759845,-0.0001141422,0,0,0,0,0,0,0,
398,0.9927805045,0.9926663623,-0.0001141422,0,0,0,0,0,0,0,
399,0.9974032645,0.9973176578,-8.56066659057353E-05,0,0,0,0,0,0,0,
402,0.9930943956,0.9930658601,-2.85355553019118E-05,0,0,0,0,0,0,0,
403,0.9813092113,0.9811379979,-0.0001712133,0,0,0,0,0,0,0,
404,0.9964901267,0.9964901267,0,0,0,0,0,0,0,0,
405,0.9874728912,0.9873872846,-8.56066659057353E-05,0,0,0,0,0,0,0,
407,0.9967754823,0.9964615911,-0.0003138911,0,0,0,0,0,0,0,
408,0.9963474489,0.9963189134,-2.85355553019118E-05,0,0,0,0,0,0,0,
409,0.9890708823,0.9887284557,-0.0003424267,0,0,0,0,0,0,0,
410,0.9652151581,0.9650154092,-0.0001997489,0,0,0,0,0,0,0,
411,0.991467869,0.991211049,-0.00025682,0,0,0,0,0,0,0,
412,0.9339972606,0.9337689761,-0.0002282844,0,0,0,0,0,0,0,
413,0.9880721379,0.9877582468,-0.0003138911,0,0,0,0,0,0,0,
415,0.9948065289,0.9946923867,-0.0001141422,0,0,0,0,0,0,0,
416,0.9962333067,0.9960050223,-0.0002282844,0,0,0,0,0,0,0,
